"id","close_date","price","close_price","zip"
36,"2012-9-28",215000,197500,30004
41,"2012-10-26",18000,25000,30349
64,"2012-12-17",449000,380000,"30506-1061"
68,"2012-9-28",186900,185000,30076
96,"2012-12-14",35000,32000,30213
109,"2012-12-14",188900,185000,"30075-4851"
147,"2012-10-19",259000,254000,30324
273,"2012-11-09",299900,281000,30306
285,"2012-11-07",279000,260000,"30004-6618"
287,"2012-12-06",275000,234299,"30004-3041"
341,"2012-9-12",194900,175000,"30004-5105"
348,"2012-11-07",200000,185000,30004
421,"2012-5-22",119900,100000,30075
422,"2012-7-31",25000,12000,30075
423,"2012-6-05",200000,200000,30075
424,"2012-6-07",29900,40000,30315
2806,"2012-5-07",339500,339500,30075
3395,"2012-3-26",159900,139500,"30009-3451"
3470,"2012-1-23",199900,195000,30004
3479,"2012-2-03",239000,210000,30076
3611,"2012-3-30",480000,470000,30004
3728,"2012-3-30",425000,439656,"30004-4192"
3741,"2012-4-30",429000,418000,"30075-5581"
3769,"2012-2-29",485100,485100,30004
3801,"2012-3-27",359900,318000,"30075-8352"
3860,"2012-1-10",275000,230000,"30075-1363"
3893,"2012-1-31",188500,179500,30004
3897,"2012-1-20",499000,480000,"30004-4319"
3908,"2012-7-02",349000,315000,30004
3945,"2012-7-26",155000,155000,"30009-3716"
3956,"2012-1-05",199900,165000,"30009-3247"
3981,"2012-6-22",185000,185000,"30004-4070"
3994,"2012-5-18",359900,340000,"30004-6952"
3998,"2012-5-18",325000,301500,"30076-1079"
4009,"2012-1-19",185000,170000,30075
4018,"2012-1-31",279900,196875,30076
4019,"2012-1-13",400000,400188,30075
4032,"2012-1-06",189900,161500,30004
4052,"2012-2-29",49900,52000,"30075-1181"
4056,"2012-3-23",161975,170000,"30004-6371"
4057,"2012-2-29",499000,475000,"30075-6472"
4060,"2012-6-15",184500,190366,30076
4063,"2012-8-16",249900,225000,30076
4071,"2012-3-07",169900,160000,30004
4077,"2012-1-06",192600,122000,30076
4101,"2012-7-30",125000,125000,"30075-2706"
4109,"2012-6-15",450000,417500,"30004-7153"
4112,"2012-7-26",189000,199000,30075
4116,"2012-6-11",335000,336500,"30004-4552"
4123,"2012-2-22",164900,152000,30004
4124,"2012-5-31",349000,330000,"30075-8352"
4125,"2012-2-13",239900,178500,"30076-1030"
4138,"2012-5-18",255000,260000,"30004-0000"
4145,"2012-3-13",199000,202500,"30075-2741"
4148,"2012-1-23",138900,93450,"30075-2814"
4149,"2012-1-11",349500,334000,"30076-1078"
4151,"2012-1-25",89900,89900,30076
4156,"2012-1-27",465000,480000,30004
4157,"2012-1-03",225000,217900,30009
4158,"2012-5-31",225000,182000,30075
4171,"2012-3-09",363400,368585,30022
4172,"2012-2-29",419000,405000,"30009-7137"
4173,"2012-5-14",399000,361500,30004
4174,"2012-1-13",379000,365000,"30004-4087"
4190,"2012-4-30",434900,425000,30075
4191,"2012-5-15",459900,450000,30075
4200,"2012-3-02",250000,224000,30076
4204,"2012-1-04",139900,128000,30004
4205,"2012-3-13",235000,225000,"30009-3288"
4207,"2012-2-03",275000,258000,"30004-6334"
4211,"2012-3-26",289600,275000,30075
4213,"2012-5-18",389000,365000,"30075-3212"
4214,"2012-8-13",269000,250000,"30075-7172"
4215,"2012-1-06",400000,375000,"30004-3292"
4216,"2012-2-07",359900,335000,"30075-7669"
4220,"2012-1-13",399900,398000,30075
4224,"2012-4-30",349222,335000,30075
4225,"2012-4-20",235000,200500,"30075-2162"
4226,"2012-5-17",140000,121250,30075
4227,"2012-3-09",399900,375000,30004
4230,"2012-2-24",479000,443000,30075
4233,"2012-1-13",169777,169777,30009
4238,"2012-4-30",347000,350000,"30004-6975"
4249,"2012-7-16",217400,200800,30075
4254,"2012-2-29",175000,160000,30076
4255,"2012-2-13",249000,223000,"30004-6307"
4257,"2012-1-25",139000,86000,"30009-3423"
4258,"2012-7-26",158500,140000,"30075-2460"
4259,"2012-4-09",285000,265250,30004
4260,"2012-3-29",199900,190000,30004
4263,"2012-3-23",435000,390000,30075
4264,"2012-6-15",139900,135000,30076
4265,"2012-2-08",517500,502000,"30004-0858"
4267,"2012-1-26",249900,234000,30009
4268,"2012-1-09",469000,455000,"30004-4192"
4270,"2012-2-21",150000,142500,"30009-2115"
4273,"2012-3-30",139900,134500,"30075-3005"
4274,"2012-4-27",203500,195500,"30076-4216"
4275,"2012-2-22",224900,223000,30075
4276,"2012-1-18",164900,145000,30076
4277,"2012-2-16",159900,153000,30009
4278,"2012-6-29",394900,370000,30004
4281,"2012-2-24",484900,484900,"30004-4362"
4286,"2012-1-13",225000,213000,"30075-2488"
4290,"2012-2-28",219900,185000,"30075-2471"
4291,"2012-7-13",369000,369000,"30004-1184"
4293,"2012-1-20",400000,382300,"30004-4352"
4295,"2012-2-10",449000,424500,30075
4297,"2012-7-17",390000,365000,"30004-7153"
4302,"2012-2-23",89900,86500,"30076-1158"
4303,"2012-1-27",400000,372500,30075
4307,"2012-2-07",250000,232000,30075
4311,"2012-2-29",375000,350000,"30009-1887"
4312,"2012-4-30",369900,350000,"30004-3288"
4316,"2012-2-29",314990,314570,30075
4319,"2012-2-10",214900,195000,"30075-4234"
4321,"2012-3-09",129900,110000,"30075-2461"
4322,"2012-5-04",265000,255000,"30075-5037"
4323,"2012-1-30",229000,225000,30004
4324,"2012-2-16",375000,360000,30075
4325,"2012-2-24",129900,125000,"30075-1125"
4327,"2012-4-05",324000,310000,"30075-1178"
4331,"2012-2-10",109900,109900,"30076-4601"
4333,"2012-4-16",229900,232560,30004
4334,"2012-1-24",363900,357900,30004
4335,"2012-1-13",449900,420000,"30075-7309"
4337,"2012-4-11",349900,305000,30004
4341,"2012-1-31",142900,140000,"30009-6507"
4342,"2012-7-23",325000,318400,"30009-3483"
4344,"2012-3-07",450000,437000,"30004-6739"
4345,"2012-4-30",399900,375000,30004
4348,"2012-2-24",389000,382700,30004
4349,"2012-6-28",49900,44000,"30075-1784"
4350,"2012-2-24",299900,272000,30075
4351,"2012-3-30",499000,483000,30004
4353,"2012-7-18",360000,365000,"30004-0000"
4356,"2012-2-03",219000,219000,30004
4357,"2012-1-27",375000,365000,"30004-4582"
4358,"2012-2-10",345000,338000,30075
4359,"2012-3-30",365000,336000,30004
4360,"2012-2-03",427000,405000,"30004-0626"
4362,"2012-6-15",474900,464900,30075
4364,"2012-3-30",340000,325000,"30075-3250"
4368,"2012-4-06",399900,383650,30004
4369,"2012-1-20",439900,466186,30004
4370,"2012-2-28",139900,143900,30004
4371,"2012-4-30",289000,274000,30004
4372,"2012-1-27",110900,106000,30004
4373,"2012-1-17",255000,250000,30075
4376,"2012-2-28",425000,396000,30075
4378,"2012-1-12",450000,365000,"30075-1375"
4380,"2012-4-25",334900,346906,30004
4382,"2012-5-25",335000,325000,"30004-1580"
4383,"2012-4-04",184900,150000,"30075-4154"
4385,"2012-2-28",499900,477500,"30075-6019"
4388,"2012-6-01",199000,224000,30075
4389,"2012-4-27",463900,454994,30004
4390,"2012-4-30",169900,155000,"30075-4363"
4392,"2012-3-26",144900,138000,"30004-4929"
4393,"2012-2-24",242900,233600,30004
4394,"2012-4-09",191160,180000,30004
4395,"2012-1-09",62000,63000,"30076-1721"
4397,"2012-1-10",299900,299900,"30004-6619"
4398,"2012-2-15",479000,479000,"30004-0808"
4399,"2012-3-30",459900,450000,"30004-6987"
4400,"2012-7-20",375900,398000,"30004-4523"
4401,"2012-3-27",399000,365000,"30004-3205"
4402,"2012-2-24",200000,168000,"30075-4634"
4403,"2012-1-30",275000,264475,30076
4404,"2012-1-06",435000,422500,"30075-2702"
4407,"2012-1-31",88900,88000,30075
4408,"2012-6-01",498900,508172,30075
4409,"2012-2-28",204900,177750,"30004-0638"
4410,"2012-7-13",239000,225000,"30009-6818"
4411,"2012-2-10",324900,326950,"30075-1206"
4412,"2012-3-29",260000,250000,"30076-5801"
4414,"2012-3-27",252200,255000,"30075-1453"
4415,"2012-1-27",285000,277000,"30075-2593"
4416,"2012-2-10",259900,245000,"30076-1095"
4417,"2012-1-23",329900,323900,30004
4419,"2012-4-12",475000,476540,"30075-3201"
4420,"2012-2-28",409000,400000,30075
4421,"2012-4-11",174900,165000,"30076-4647"
4422,"2012-3-28",279000,270700,30075
4423,"2012-3-05",179900,179900,"30004-4908"
4424,"2012-3-09",254900,254000,30075
4425,"2012-3-09",240000,235000,"30076-1358"
4426,"2012-6-06",499900,499900,30004
4427,"2012-2-13",84900,70000,"30075-4241"
4428,"2012-1-20",114900,120000,"30075-4305"
4429,"2012-3-07",148000,140000,"30075-3019"
4431,"2012-1-30",279000,260000,"30004-4027"
4432,"2012-2-17",165000,156000,"30075-2317"
4433,"2012-3-08",199900,197450,"30075-2581"
4434,"2012-2-29",130000,124000,30005
4435,"2012-1-27",200000,183650,30075
4436,"2012-1-27",279500,271500,"30004-3182"
4437,"2012-1-06",370000,353000,"30075-7675"
4438,"2012-1-27",149900,129500,30009
4439,"2012-1-20",489900,483000,"30004-3640"
4440,"2012-5-11",150000,137500,"30009-6509"
4441,"2012-3-29",399900,385000,"30075-3274"
4442,"2012-1-11",134900,135000,"30004-4999"
4443,"2012-3-08",299900,277000,"30075-1364"
4444,"2012-5-16",145000,140000,"30004-4928"
4445,"2012-1-30",280000,250000,30075
4446,"2012-1-23",329900,317900,30075
4447,"2012-7-31",199900,183500,"30075-4849"
4448,"2012-2-29",200000,193000,"30075-7212"
4449,"2012-5-31",265000,285000,"30075-3250"
4450,"2012-1-18",185000,168400,30004
4451,"2012-1-23",119900,133000,30009
4452,"2012-3-30",469900,468900,"30004-3284"
4453,"2012-3-26",259000,255000,"30075-4115"
4454,"2012-5-31",374900,320000,30004
4455,"2012-2-14",339900,328000,30075
4456,"2012-2-27",174850,162000,"30009-8342"
4457,"2012-2-10",373000,342500,"30004-4259"
4458,"2012-2-13",146000,140000,30004
4459,"2012-2-24",369000,360000,"30076-1074"
4460,"2012-5-18",465000,440000,30004
4461,"2012-3-02",179550,189000,30009
4462,"2012-2-23",229900,229900,30004
4463,"2012-2-17",279900,275000,"30075-3418"
4464,"2012-4-02",435000,370000,"30004-4307"
4465,"2012-6-01",144000,127000,"30004-7434"
4466,"2012-3-29",150000,140175,"30004-2622"
4467,"2012-2-09",199900,192500,"30075-4579"
4468,"2012-3-28",350000,340000,"30076-1203"
4469,"2012-4-12",153500,140200,30075
4470,"2012-3-26",334900,320000,"30075-6614"
4471,"2012-3-30",184900,183500,30076
4472,"2012-6-01",129000,131200,"30004-8039"
4473,"2012-5-24",144000,120000,"30075-4332"
4474,"2012-2-28",375000,375000,30075
4475,"2012-3-14",144900,140000,"30075-1136"
4476,"2012-3-28",435000,392000,"30004-1010"
4477,"2012-3-09",491900,462959,30076
4478,"2012-3-09",489900,484900,30004
4479,"2012-5-04",180000,175000,"30076-1360"
4480,"2012-3-09",229900,233345,"30075-4653"
4481,"2012-4-20",399000,370000,"30004-3056"
4482,"2012-4-13",233100,220000,30004
4483,"2012-5-18",479000,439000,"30075-6758"
4484,"2012-3-23",474900,470000,30004
4485,"2012-3-30",139900,135000,"30076-1731"
4486,"2012-5-31",299900,295000,"30005-6946"
4487,"2012-5-21",192000,192000,"30004-8530"
4488,"2012-4-19",214900,202500,"30075-3529"
4489,"2012-4-02",200000,192500,"30075-3942"
4490,"2012-3-16",289900,285000,"30075-2540"
4491,"2012-6-15",365900,360000,30075
4492,"2012-3-16",229500,210000,"30009-3226"
4493,"2012-3-05",89900,91400,"30076-1717"
4494,"2012-4-13",379500,410000,"30075-4810"
4495,"2012-3-27",250000,215000,30075
4496,"2012-2-29",245000,221000,"30076-1307"
4497,"2012-7-11",474999,450000,"30004-7504"
4498,"2012-3-30",325000,316500,30004
4499,"2012-6-13",258500,250000,"30004-6312"
4500,"2012-3-08",35640,55000,"30004-2851"
4501,"2012-3-06",329000,300000,30075
4502,"2012-3-30",144900,137000,30075
4503,"2012-5-15",170000,164200,30004
4504,"2012-5-18",429000,402500,30075
4505,"2012-2-22",287000,283500,"30004-4062"
4506,"2012-5-21",237500,225000,"30075-3002"
4507,"2012-4-03",169900,165000,"30076-1358"
4508,"2012-3-14",150000,140000,30004
4509,"2012-4-30",180000,174500,"30075-2806"
4510,"2012-6-27",269000,260000,"30075-5026"
4511,"2012-5-24",153900,150000,30075
4512,"2012-5-02",259000,257000,30075
4513,"2012-3-07",49900,50000,"30004-4594"
4514,"2012-3-30",359000,350000,"30075-1208"
4515,"2012-3-30",419900,415000,"30004-3299"
4516,"2012-3-21",141000,135000,30075
4517,"2012-4-10",410000,385000,"30075-7672"
4518,"2012-8-10",179900,179000,30075
4519,"2012-4-06",240000,225000,30075
4520,"2012-2-28",214000,191000,"30004-2810"
4521,"2012-3-29",152026,145000,"30004-4933"
4522,"2012-4-17",323528,328193,30004
4523,"2012-4-27",75000,67000,30076
4524,"2012-3-26",489000,485000,"30075-7195"
4525,"2012-4-26",189900,165000,"30075-3237"
4526,"2012-3-21",149900,145500,30075
4527,"2012-4-02",175000,163000,"30009-5713"
4528,"2012-3-29",485000,462500,30075
4529,"2012-6-20",169900,164715,30009
4530,"2012-4-02",199900,195000,"30009-3659"
4531,"2012-3-29",250000,235000,30076
4532,"2012-5-11",359000,330000,30004
4533,"2012-5-23",289900,273000,"30075-6392"
4534,"2012-5-10",435000,421500,"30075-6709"
4535,"2012-4-06",219900,219900,30075
4536,"2012-5-11",522210,498751,30075
4537,"2012-4-06",199000,205000,30076
4538,"2012-3-28",399900,383000,30004
4539,"2012-4-13",236000,247000,"30075-4658"
4540,"2012-5-25",225000,225000,"30075-4148"
4541,"2012-5-24",399000,395000,"30004-4577"
4542,"2012-5-18",224900,218000,"30075-3973"
4543,"2012-3-23",475000,450000,30075
4544,"2012-7-30",369900,360000,30075
4545,"2012-4-06",375000,362000,30075
4546,"2012-3-26",134900,131900,30075
4547,"2012-4-13",299900,285000,30004
4548,"2012-5-11",349900,345000,30004
4549,"2012-4-24",224900,220000,30076
4550,"2012-5-01",400000,380000,30004
4551,"2012-4-26",160000,155000,"30076-3745"
4552,"2012-7-20",210045,205000,30009
4553,"2012-3-23",79900,90000,"30076-1731"
4554,"2012-7-25",125440,134200,"30075-6427"
4555,"2012-7-27",189900,189900,"30004-6312"
4556,"2012-6-12",85000,86000,30076
4557,"2012-4-25",425000,390000,"30075-4896"
4558,"2012-4-26",226000,208500,"30004-6325"
4559,"2012-5-18",299900,299900,"30076-1034"
4560,"2012-3-08",450000,437000,"30004-4364"
4561,"2012-4-12",275000,273000,30075
4562,"2012-6-28",279900,260000,"30075-1830"
4563,"2012-5-18",244000,225000,"30009-2354"
4564,"2012-4-27",408000,385000,"30075-2961"
4565,"2012-4-27",325000,295000,"30004-1415"
4566,"2012-4-26",264300,249500,"30009-8314"
4567,"2012-5-25",344900,367000,30004
4568,"2012-8-02",174900,170500,"30075-3969"
4569,"2012-6-15",225000,215000,30004
4570,"2012-5-11",291000,295000,30004
4571,"2012-4-30",325000,300000,"30075-1228"
4572,"2012-4-11",365000,350000,"30075-1248"
4573,"2012-4-06",189900,182500,30009
4574,"2012-6-05",126000,126000,"30004-4986"
4575,"2012-7-12",152900,150000,"30009-3423"
4576,"2012-4-17",114900,100000,"30076-1738"
4577,"2012-6-07",369900,352000,"30004-4377"
4578,"2012-3-30",440000,425000,"30075-4840"
4579,"2012-6-01",225000,218000,30076
4580,"2012-4-17",499900,467500,"30004-4261"
4581,"2012-5-23",250000,240000,30009
4582,"2012-3-28",235000,226650,"30004-0635"
4583,"2012-4-30",215000,200000,30004
4584,"2012-4-30",445000,435000,"30009-1887"
4585,"2012-6-29",379100,355000,30075
4586,"2012-6-28",335000,320500,30004
4587,"2012-6-15",225000,220000,"30075-0000"
4588,"2012-6-15",344950,356365,30004
4589,"2012-6-26",144500,142000,"30004-4320"
4590,"2012-5-15",259900,232500,30076
4591,"2012-4-26",110000,125000,30022
4592,"2012-4-18",144900,144900,30004
4593,"2012-6-13",179999,168000,"30004-1683"
4594,"2012-4-27",184900,164000,"30009-2393"
4595,"2012-4-20",219000,200000,"30075-4327"
4596,"2012-4-25",219900,211000,"30009-3287"
4597,"2012-6-15",219900,231000,"30004-3206"
4598,"2012-3-30",97000,125000,"30075-6401"
4599,"2012-3-30",219900,215000,"30075-2354"
4600,"2012-5-04",209900,219000,30004
4601,"2012-8-09",485000,503000,30004
4602,"2012-5-07",250000,255000,"30009-3282"
4603,"2012-6-18",399900,399900,"30004-4542"
4604,"2012-7-27",445000,430000,30075
4605,"2012-5-25",350000,342000,"30075-6812"
4606,"2012-4-26",459900,459000,"30075-6603"
4607,"2012-4-16",135000,135000,"30004-4999"
4608,"2012-5-18",192900,180000,30009
4609,"2012-3-30",475000,437000,30004
4610,"2012-4-16",369900,360000,30075
4611,"2012-5-31",425000,408000,"30004-1187"
4612,"2012-5-31",459900,448000,30004
4613,"2012-3-28",25000,22999,"30344-2040"
4614,"2012-4-20",374900,370000,30004
4615,"2012-5-25",400000,405000,"30004-3768"
4616,"2012-5-24",425000,415000,30075
4617,"2012-6-27",205000,197500,"30075-2480"
4618,"2012-4-17",459000,460000,30004
4620,"2012-5-30",500000,472000,30004
4621,"2012-6-22",219000,224500,"30075-2828"
4622,"2012-5-18",489900,477200,30004
4623,"2012-4-27",202990,199829,30213
4624,"2012-5-14",80000,85000,"30076-1728"
4625,"2012-6-29",334950,339255,30004
4626,"2012-6-12",214500,205000,30075
4627,"2012-7-27",524400,516500,30004
4628,"2012-4-30",511900,495000,30004
4629,"2012-4-30",205900,197000,"30004-0641"
4630,"2012-5-25",444900,418000,30004
4631,"2012-4-30",375000,365000,30075
4632,"2012-4-27",129900,123000,"30076-4600"
4633,"2012-5-15",200000,192500,30076
4634,"2012-5-25",229900,220000,"30075-2819"
4635,"2012-7-27",454900,440000,30004
4636,"2012-7-06",359900,352000,"30075-6744"
4637,"2012-4-09",264900,260000,"30075-1137"
4638,"2012-4-30",245000,235000,30076
4639,"2012-8-10",299000,293000,"30075-2983"
4640,"2012-6-01",259000,255000,"30076-4288"
4641,"2012-6-07",500000,490000,30075
4642,"2012-5-18",64600,75500,30075
4643,"2012-6-01",450000,430000,30004
4644,"2012-6-29",329900,315000,"30004-7350"
4645,"2012-7-24",499900,475000,"30004-7508"
4646,"2012-5-17",329900,316000,30075
4647,"2012-5-30",449990,433685,"30075-4176"
4648,"2012-4-16",259900,259900,30004
4649,"2012-5-17",189900,177000,30009
4650,"2012-6-01",325000,322000,"30009-3197"
4651,"2012-4-12",339000,339000,30075
4652,"2012-6-08",170000,163000,"30009-6501"
4653,"2012-6-18",474900,475723,30004
4654,"2012-7-27",257000,254000,30075
4655,"2012-6-05",511000,527000,"30004-2797"
4656,"2012-6-29",353950,352335,30004
4657,"2012-4-30",439900,439900,"30075-2978"
4658,"2012-5-30",279900,255000,30075
4659,"2012-5-31",435000,400000,30075
4660,"2012-5-09",139000,132000,"30004-4924"
4661,"2012-4-27",180000,186000,"30004-3790"
4663,"2012-8-02",154000,144000,30075
4664,"2012-5-30",499900,490000,30004
4665,"2012-6-28",287000,241740,"30004-6318"
4666,"2012-6-15",289900,280000,30075
4667,"2012-6-15",249900,235000,30009
4668,"2012-6-29",349900,308750,30004
4669,"2012-8-15",183500,168000,"30076-4610"
4670,"2012-5-21",454900,440000,"30004-4577"
4671,"2012-5-29",109900,107900,"30076-1757"
4672,"2012-5-11",215000,215000,"30004-1014"
4673,"2012-5-11",259500,247500,"30076-1214"
4674,"2012-5-17",314900,305000,30076
4683,"2012-3-06",179900,173000,"30076-1235"
4695,"2012-3-15",410000,385000,"30075-7169"
4697,"2012-3-13",289900,275000,"30075-2998"
4698,"2012-3-21",225000,218500,30004
4699,"2012-3-23",247900,245000,"30075-3563"
4700,"2012-3-15",414900,392500,"30075-2872"
4709,"2012-4-13",519900,508000,30004
4710,"2012-1-13",115000,110000,"30075-4578"
4711,"2012-2-02",325999,310000,30004
4713,"2012-1-27",360000,355000,30004
4717,"2012-1-31",450000,425000,30004
4722,"2012-1-10",297750,275000,30075
4723,"2012-1-27",434900,420000,30004
4724,"2012-3-06",389900,371000,30004
4725,"2012-3-29",399900,387000,30004
4726,"2012-3-13",329900,310000,"30075-4898"
4727,"2012-4-26",175000,155000,30075
4728,"2012-3-19",169000,169000,"30076-1074"
4729,"2012-3-14",349900,338000,"30075-5516"
4731,"2012-1-31",215000,193000,30004
4733,"2012-2-16",312000,319000,30075
4734,"2012-4-20",250000,230000,"30076-1094"
4735,"2012-1-27",279900,268000,30075
4736,"2012-4-20",159900,160000,"30009-3663"
4737,"2012-2-29",250000,236000,30075
4738,"2012-3-29",143000,135000,"30004-7481"
4739,"2012-3-30",357500,340500,30075
4740,"2012-3-30",374900,375000,30004
4741,"2012-4-27",159900,153000,30075
4742,"2012-2-06",375000,360000,"30075-7675"
4743,"2012-3-30",182500,175000,30075
4744,"2012-8-17",309900,295000,30075
4745,"2012-5-16",169900,164000,30009
4746,"2012-4-27",429000,426500,"30004-1160"
4747,"2012-6-15",293000,280000,"30004-6725"
4748,"2012-8-03",299900,299000,30009
4749,"2012-6-18",289900,280000,30004
4750,"2012-6-27",418000,418500,"30004-4539"
4751,"2012-6-22",236000,226000,"30075-4148"
4753,"2012-6-15",289000,280000,30076
4754,"2012-5-30",450000,450000,30075
4755,"2012-8-03",499900,486000,30004
4756,"2012-8-07",340000,325000,30004
4757,"2012-7-19",415000,411500,30004
4758,"2012-6-15",390000,378500,30009
4759,"2012-6-29",165900,168000,30009
4789,"2012-7-27",509000,509900,30075
4800,"2012-2-17",259900,252000,"30075-1894"
4801,"2012-5-25",325000,325000,30004
4802,"2012-5-24",450000,440000,30075
4803,"2012-6-29",275000,275000,30075
4804,"2012-7-14",405000,405000,"30004-2875"
4805,"2012-5-17",389900,385000,"30004-4304"
4806,"2012-5-30",475000,445000,30075
4807,"2012-5-30",264000,260000,"30076-4256"
4808,"2012-5-29",234900,224000,30075
4809,"2012-7-31",338000,325000,30004
4810,"2012-5-17",238000,236000,30097
4811,"2012-6-20",450000,440000,30075
4812,"2012-5-25",415000,395000,"30075-8352"
4813,"2012-6-15",375000,375000,30075
4814,"2012-5-25",149900,160000,30075
4815,"2012-8-08",349900,337500,"30075-1471"
4816,"2012-6-18",289000,270000,"30004-7332"
4817,"2012-6-28",474900,469900,30009
4818,"2012-6-27",130300,134400,"30075-4264"
4819,"2012-7-10",123000,124000,30075
4820,"2012-5-31",94900,95000,"30076-1724"
4821,"2012-7-13",144900,131000,"30075-4632"
4822,"2012-6-04",170000,165000,30075
4823,"2012-5-29",309900,292000,30075
4824,"2012-6-25",375000,355000,"30075-4131"
4825,"2012-6-07",327700,275000,30075
4826,"2012-5-25",159990,160000,"30075-2814"
4827,"2012-6-27",350000,338000,30075
4828,"2012-6-15",418000,420000,"30004-4518"
4829,"2012-6-15",128000,125000,"30075-2801"
4830,"2012-6-11",440000,409000,30004
4831,"2012-6-20",240000,237000,"30076-4256"
4832,"2012-4-23",416000,430000,"30004-3257"
4833,"2012-6-11",469000,450000,30004
4834,"2012-7-12",439888,432000,"30004-3267"
4835,"2012-5-15",299000,295000,30075
4836,"2012-6-05",242300,234600,30004
4837,"2012-6-08",349000,335000,"30076-1070"
4838,"2012-6-06",239000,222000,"30009-3282"
4839,"2012-6-06",359000,347000,30075
4840,"2012-5-22",500000,465000,30009
4841,"2012-5-18",188900,201000,30075
4842,"2012-7-31",398900,399900,30004
4843,"2012-6-06",169900,160000,"30075-2915"
4844,"2012-6-05",332900,335000,30076
4845,"2012-6-28",190000,185900,30076
4846,"2012-6-27",156400,156400,30004
4847,"2012-6-22",235000,235000,30004
4848,"2012-5-30",350000,345000,"30075-5505"
4849,"2012-7-03",249000,230000,"30009-3141"
4850,"2012-6-18",249900,247000,30076
4851,"2012-7-19",169900,165500,30076
4852,"2012-5-29",339900,339900,30075
4853,"2012-5-25",215000,215000,"30075-4578"
4854,"2012-7-27",398900,375000,30075
4855,"2012-5-24",409900,377500,30075
4856,"2012-5-30",450780,440000,30076
4857,"2012-6-18",349000,340000,"30004-1176"
4858,"2012-6-05",379000,367500,"30075-4750"
4859,"2012-6-06",135000,135000,30076
4860,"2012-8-03",259900,225000,30075
4861,"2012-5-25",429000,415000,30009
4862,"2012-6-15",200000,187500,"30076-4264"
4863,"2012-6-01",400000,385000,30075
4864,"2012-7-26",399900,385000,30075
4865,"2012-7-17",200000,198000,"30004-5073"
4866,"2012-5-31",400000,411000,"30075-1257"
4867,"2012-6-22",199900,150000,30075
4868,"2012-6-04",150000,145000,30075
4869,"2012-6-25",164900,160000,"30075-2465"
4870,"2012-8-03",429900,410000,"30075-6808"
4871,"2012-6-27",279900,275000,"30075-7206"
4872,"2012-8-08",189900,184900,30076
4873,"2012-6-04",324900,355100,"30004-0933"
4874,"2012-6-28",429000,414000,30075
4875,"2012-7-26",250000,230000,30075
4876,"2012-8-07",335000,324000,"30004-3445"
4877,"2012-6-06",185000,178500,"30009-8350"
4878,"2012-6-15",479000,470500,30004
4879,"2012-8-15",299900,305000,"30075-2447"
4880,"2012-6-19",335000,325000,30075
4881,"2012-7-02",185000,165000,30075
4882,"2012-7-25",229000,220000,30004
4883,"2012-7-12",469000,448000,30004
4884,"2012-5-31",329000,317000,"30004-6303"
4885,"2012-7-23",425000,410000,30075
4886,"2012-5-31",84900,82900,"30009-2116"
4887,"2012-7-18",479900,454500,30075
4888,"2012-6-29",284800,274000,30004
4889,"2012-7-16",294800,300072,30004
4890,"2012-8-07",519900,500000,30075
4891,"2012-6-15",345000,338000,"30004-6737"
4892,"2012-8-06",524900,505000,30004
4894,"2012-6-13",399000,395000,30004
4895,"2012-6-29",510000,502500,30075
4896,"2012-6-25",350000,342000,"30075-1323"
4897,"2012-7-02",339900,318000,"30075-2433"
4898,"2012-8-03",264900,250000,30004
4899,"2012-6-13",185000,185000,"30076-1363"
4900,"2012-6-22",239900,242600,30075
4901,"2012-6-08",240000,235525,30004
4902,"2012-8-01",225000,215000,30075
4903,"2012-7-30",299000,317000,"30075-1231"
4904,"2012-7-16",249900,245000,"30076-4242"
4905,"2012-6-28",169000,162500,30009
4906,"2012-6-26",234900,220000,30009
4907,"2012-6-21",429000,415000,30075
4908,"2012-6-26",375000,385000,30004
4909,"2012-8-08",203000,201000,30076
4910,"2012-7-31",429900,433600,"30075-2372"
4911,"2012-7-05",179900,169500,"30004-4908"
4912,"2012-6-28",379000,370000,30075
4913,"2012-6-28",245000,235000,30075
4914,"2012-7-20",162000,162000,30009
4915,"2012-6-20",279000,280000,30075
4916,"2012-7-06",135000,122500,30004
4917,"2012-7-13",455000,446250,"30004-7504"
4918,"2012-7-20",399900,385000,30075
4919,"2012-6-25",242500,230000,30009
4920,"2012-8-02",249000,240500,30009
4921,"2012-7-20",365000,351500,"30075-1215"
4922,"2012-6-28",245000,245000,30009
4923,"2012-7-27",174900,170000,"30004-7496"
4924,"2012-5-18",130500,130500,30004
4925,"2012-6-25",94900,105155,"30075-4362"
4926,"2012-8-14",250000,250000,30075
4927,"2012-8-03",339000,319000,30075
4928,"2012-7-10",139900,125000,30075
4929,"2012-7-10",214900,211000,30075
4930,"2012-7-12",484000,468000,30004
4931,"2012-7-18",299900,280000,"30004-3264"
4932,"2012-7-20",169900,155000,30075
4933,"2012-6-26",400000,386000,30009
4934,"2012-6-15",472762,472000,30004
4935,"2012-7-12",350000,328000,30004
4936,"2012-8-10",359900,345000,"30004-4087"
4937,"2012-6-27",400000,397000,30004
4938,"2012-7-30",225000,225000,30004
4939,"2012-8-14",435000,395000,30075
4940,"2012-6-29",255000,247000,30004
4941,"2012-7-16",175000,171000,"30004-3851"
4942,"2012-6-28",459900,450000,"30075-3201"
4943,"2012-6-15",239900,217000,"30004-4217"
4944,"2012-7-18",350000,325000,30075
